case_id,state,district,court_type,case_type,sub_type,filing_date,first_hearing_date,last_hearing_date,judgment_date,duration_days,adjournment_count,hearing_count,avg_hearing_gap_days,stage_count,case_complexity,evidence_quality,lawyer_experience_years,lawyer_win_rate,judge_experience_years,court_backlog,number_of_parties,delay_tactics_used,opponent_aggressiveness,evidence_delay_days,procedural_abuse_score,outcome,resolution_type,data_quality_flag,out_of_distribution_flag
LC010179,Odisha,Koraput,Sessions Court,civil,Consumer Complaint,2011-04-05,2011-05-21,2011-10-18,2011-10-22,200,6,12,16,8,0.702,0.326,2,0.591,2,2356,3,true,0.185,14,0.278,Withdrawn,Settlement,clean,false
LC010180,Delhi,South Delhi,Civil Court,criminal,Drug Trafficking,2019-06-25,2019-09-14,2021-01-03,2021-01-13,568,2,7,81,7,0.559,0.341,18,0.511,2,2993,2,true,0.275,4,0.211,Defendant Won,Summary Judgment,clean,false
LC010181,Tamil Nadu,Chennai,Civil Court,criminal,Dowry Harassment,2020-02-21,2020-05-16,2021-04-06,2021-05-14,448,4,10,44,2,0.541,0.585,1,0.708,21,2887,4,false,0.462,12,0.401,Settled,Mediation,clean,false
LC010182,Gujarat,Vadodara,Magistrate Court,civil,Contract Breach,2020-01-22,2020-03-12,2020-09-25,2020-11-16,299,5,12,24,5,0.532,0.861,6,0.523,12,2046,2,false,0.334,6,0.429,Withdrawn,Settlement,clean,false
LC010183,Uttar Pradesh,Meerut,Sessions Court,criminal,Kidnapping,2017-06-27,2017-07-30,2018-07-21,2018-07-31,399,10,13,30,6,0.562,0.86,1,0.883,23,2726,2,false,0.858,15,0.515,Defendant Won,Summary Judgment,clean,false
LC010184,Madhya Pradesh,Ujjain,High Court,civil,Contract Breach,2011-06-21,2011-08-18,2012-04-10,2012-05-21,335,8,14,23,7,0.666,0.199,5,0.636,16,1953,2,false,0.526,41,0.381,Partially Allowed,Summary Judgment,clean,false
LC010185,Odisha,Sambalpur,District Court,criminal,Dowry Harassment,2019-09-12,2019-10-18,2020-07-29,2020-08-06,329,8,16,20,3,0.086,0.285,6,0.71,10,2906,4,true,0.332,26,0.411,Plaintiff Won,Summary Judgment,clean,false
LC010186,Uttar Pradesh,Noida,High Court,civil,Partition,2021-05-28,2021-07-24,2023-04-17,2023-05-23,725,7,13,55,6,0.714,0.2,19,0.601,14,4153,2,false,0.357,10,0.222,Dismissed,Default Judgment,clean,false
LC010187,Rajasthan,Alwar,Consumer Forum,civil,Consumer Complaint,2012-02-09,2012-04-26,2013-12-20,2014-01-20,711,1,7,101,6,0.949,0.11,13,0.577,18,2462,5,true,0.186,22,0.417,Appeal Pending,Trial,clean,true
LC010188,West Bengal,North 24 Parganas,Labour Court,criminal,Assault,2020-08-09,2020-10-20,2021-01-01,2021-01-23,167,9,17,15,7,0.462,0.455,1,0.41,12,2429,3,false,0.565,16,0.531,Withdrawn,Settlement,clean,false
LC010189,West Bengal,Kolkata,District Court,civil,Succession,2011-05-07,2011-07-12,2012-11-01,2012-11-18,561,6,14,40,5,0.082,0.082,19,0.537,6,1694,5,false,0.394,37,0.194,Partially Allowed,Dismissed on Merit,clean,false
LC010190,Madhya Pradesh,Rewa,District Court,civil,Consumer Complaint,2013-09-13,2013-11-22,2015-12-28,2016-01-26,865,6,9,96,2,0.811,0.2,2,0.575,21,1909,2,true,0.526,3,0.336,Partially Allowed,Dismissed on Merit,clean,false
LC010191,West Bengal,Burdwan,Labour Court,criminal,Cheating,2016-10-17,2017-01-15,2018-03-18,2018-04-02,532,5,9,59,2,0.407,0.252,5,0.486,26,2750,5,false,0.315,6,0.299,Defendant Won,Summary Judgment,clean,true
LC010192,Kerala,Kollam,Sessions Court,criminal,Theft,2022-10-24,2022-11-08,2023-03-28,2023-05-18,206,12,13,15,8,0.146,0.442,11,0.32,11,3904,2,false,0.756,6,0.464,Partially Allowed,Trial,clean,true
LC010193,Odisha,Balasore,High Court,civil,Consumer Complaint,2018-11-26,2019-02-18,2019-09-25,2019-11-03,342,5,12,28,3,0.419,0.098,11,0.713,18,2648,5,true,0.388,7,0.235,Withdrawn,Settlement,clean,false
LC010194,Bihar,Muzaffarpur,Magistrate Court,criminal,Dowry Harassment,2016-03-03,2016-03-30,2016-12-26,2017-02-13,347,1,6,57,5,0.511,0.537,5,0.435,2,1453,3,false,0.338,4,0.341,Partially Allowed,Summary Judgment,clean,false
LC010195,Maharashtra,Aurangabad,Civil Court,civil,Consumer Complaint,2012-07-23,2012-09-28,2013-09-19,2013-09-21,425,4,7,60,5,0.291,0.374,1,0.478,19,1640,3,false,0.385,11,0.428,Defendant Won,Dismissed on Merit,clean,false
LC010196,Uttar Pradesh,Bareilly,Sessions Court,criminal,Cheating,2013-05-08,2013-05-31,2013-08-30,2013-09-17,132,8,9,15,3,0.485,0.63,8,0.237,12,732,2,true,0.435,13,0.284,Settled,Lok Adalat,noisy,false
LC010197,Madhya Pradesh,Bhopal,Family Court,criminal,Assault,2016-06-14,2016-07-07,2017-04-09,2017-05-27,347,7,13,26,5,0.283,0.496,14,0.316,23,3134,2,false,0.53,3,0.43,Plaintiff Won,Dismissed on Merit,clean,false
LC010198,Mizoram,Lunglei,Labour Court,criminal,Murder,2021-07-23,2021-10-07,2022-03-18,2022-05-17,298,5,10,29,4,0.487,0.295,3,0.455,22,1374,4,false,0.321,3,0.418,Plaintiff Won,Trial,clean,false
LC010199,Kerala,Kannur,District Court,civil,Easement,2021-12-09,2021-12-31,2023-04-05,2023-05-14,521,8,13,40,2,0.336,0.781,15,0.611,10,2764,3,false,0.107,4,0.224,Plaintiff Won,Default Judgment,clean,false
LC010200,Nagaland,Dimapur,District Court,criminal,Cheating,2013-02-11,2013-05-10,2013-12-24,2013-12-27,319,7,12,26,7,0.869,0.183,11,0.411,25,3553,2,true,0.255,15,0.24,Settled,Settlement,clean,false
LC010201,Uttar Pradesh,Bareilly,Magistrate Court,criminal,Murder,2015-02-14,2015-03-19,2016-01-30,2016-03-27,407,6,8,50,5,0.275,0.567,16,0.319,2,2820,3,false,0.222,5,0.332,Dismissed,Dismissed on Merit,clean,false
LC010202,Telangana,Warangal,Family Court,criminal,Kidnapping,2012-04-27,2012-06-17,2013-07-16,2013-09-14,505,10,12,42,3,0.705,0.51,10,0.532,18,3479,5,true,0.617,15,0.333,Defendant Won,Dismissed on Merit,clean,false
LC010203,Madhya Pradesh,Gwalior,Magistrate Court,civil,Mortgage,2011-03-12,2011-05-09,2012-04-30,2012-05-30,445,10,12,37,7,0.637,0.703,23,0.568,4,2114,2,false,0.387,13,0.348,Dismissed,Default Judgment,clean,false
LC010204,Telangana,Nizamabad,Family Court,criminal,Drug Trafficking,2012-05-02,2012-06-23,2012-12-14,2013-01-09,252,0,4,63,2,0.907,0.533,3,0.59,6,1805,5,false,0.313,2,0.244,Settled,Settlement,noisy,false
LC010205,Bihar,Muzaffarpur,Magistrate Court,civil,Partition,2020-12-03,2021-01-01,2022-02-02,2022-02-26,450,5,11,40,5,0.401,0.117,32,0.388,9,1713,2,true,0.466,5,0.431,Plaintiff Won,Trial,clean,false
LC010206,West Bengal,Malda,Consumer Forum,criminal,Theft,2020-06-06,2020-07-18,2020-12-06,2020-12-21,198,5,7,28,7,0.451,0.403,1,0.438,2,2040,2,false,0.093,11,0.353,Settled,Mediation,clean,false
LC010207,Rajasthan,Bharatpur,High Court,criminal,Assault,2015-01-04,2015-03-03,2015-03-14,2015-04-27,113,8,9,15,4,0.046,0.238,16,0.661,13,1751,2,false,0.258,5,0.397,Withdrawn,Settlement,clean,false
LC010208,Haryana,Faridabad,District Court,civil,Consumer Complaint,2015-03-08,2015-04-20,2016-06-27,2016-07-25,505,8,13,38,5,0.494,0.82,14,0.76,7,2946,4,false,0.665,5,0.452,Plaintiff Won,Dismissed on Merit,clean,false
LC010209,Karnataka,Belagavi,Civil Court,civil,Injunction,2019-12-06,2020-01-20,2021-08-06,2021-10-02,666,10,14,47,3,0.715,0.038,16,0.555,15,3192,5,false,0.606,4,0.26,Plaintiff Won,Summary Judgment,clean,false
LC010210,Kerala,Kannur,Labour Court,criminal,Assault,2017-06-08,2017-08-06,2018-09-21,2018-10-08,487,7,13,37,4,0.706,0.41,20,0.531,14,2822,2,false,0.182,14,0.213,Partially Allowed,Summary Judgment,clean,false
LC010211,Ladakh,Kargil,Magistrate Court,civil,Property Dispute,2017-03-17,2017-06-05,2018-08-23,2018-10-18,580,9,14,41,4,0.658,0.611,22,0.434,12,2798,4,false,0.416,6,0.493,Dismissed,Default Judgment,clean,false
LC010212,Uttar Pradesh,Varanasi,Family Court,civil,Partition,2022-12-04,2023-01-03,2024-02-11,2024-03-16,468,7,11,42,8,0.454,0.33,11,0.609,5,1779,3,false,0.356,29,0.222,Dismissed,Default Judgment,clean,false
LC010213,Uttar Pradesh,Meerut,Labour Court,civil,Partition,2017-09-17,2017-10-29,2019-04-17,2019-05-06,596,10,15,39,3,0.57,0.441,9,0.391,12,1526,2,false,0.788,15,0.34,Defendant Won,Trial,clean,false
LC010214,Rajasthan,Jaipur,Consumer Forum,civil,Mortgage,2011-10-08,2011-12-27,2013-03-31,2013-05-07,577,9,12,48,7,0.543,0.338,21,0.466,21,3766,2,true,0.297,4,0.395,Defendant Won,Default Judgment,clean,false
LC010215,Jharkhand,Dhanbad,District Court,criminal,Drug Trafficking,2020-02-02,2020-04-29,2020-07-19,2020-09-13,224,8,15,15,7,0.26,0.667,16,0.442,15,1374,2,false,0.727,8,0.58,Dismissed,Trial,clean,false
LC010216,Nagaland,Dimapur,District Court,civil,Injunction,2016-04-20,2016-05-08,2016-10-30,2016-11-24,218,3,6,36,2,0.208,0.391,3,0.682,15,1220,2,false,0.323,26,0.207,Settled,Mediation,clean,false
LC010217,Tamil Nadu,Chennai,Magistrate Court,civil,Partition,2020-08-26,2020-10-23,2022-05-24,2022-07-07,680,10,14,48,6,0.243,0.709,6,0.673,11,2056,3,true,0.656,3,0.389,Defendant Won,Summary Judgment,clean,false
LC010218,Odisha,Mayurbhanj,Consumer Forum,criminal,Drug Trafficking,2021-11-23,2022-01-21,2022-06-16,2022-07-05,224,9,15,15,4,0.331,0.236,1,0.536,28,1716,2,false,0.635,5,0.459,Plaintiff Won,Dismissed on Merit,clean,false
LC010219,Bihar,Patna,Civil Court,civil,Defamation,2011-10-24,2011-12-16,2013-02-24,2013-02-28,493,7,10,49,2,0.853,0.258,25,0.461,30,3322,3,true,0.469,16,0.143,Settled,Mediation,clean,false
LC010220,Delhi,New Delhi,District Court,criminal,Fraud,2015-09-28,2015-10-17,2016-06-19,2016-07-30,306,4,9,34,4,0.807,0.606,2,0.873,16,3298,3,false,0.022,4,0.23,Settled,Lok Adalat,clean,false
LC010221,Andaman and Nicobar Islands,Nicobar,Labour Court,criminal,Fraud,2019-07-25,2019-10-21,2020-01-30,2020-02-15,205,7,10,20,7,0.723,0.387,14,0.61,16,1009,3,true,0.602,19,0.474,Withdrawn,Settlement,clean,false
LC010222,Haryana,Hisar,High Court,criminal,Drug Trafficking,2011-10-26,2011-11-22,2012-11-19,2013-01-02,434,7,15,28,7,0.328,0.46,22,0.59,14,2815,2,false,0.387,2,0.513,Appeal Pending,Dismissed on Merit,clean,false
LC010223,Chhattisgarh,Jagdalpur,Sessions Court,civil,Succession,2021-04-21,2021-07-07,2022-02-03,2022-03-29,342,3,10,34,7,0.532,0.364,9,0.404,7,2432,2,false,0.287,36,0.411,Plaintiff Won,Dismissed on Merit,clean,false
LC010224,Uttar Pradesh,Prayagraj,Family Court,civil,Matrimonial,2010-09-15,2010-10-03,2011-12-20,2012-01-28,500,6,11,45,8,0.716,0.559,25,0.46,15,2354,6,true,0.378,2,0.318,Defendant Won,Dismissed on Merit,clean,false
LC010225,Bihar,Muzaffarpur,District Court,civil,Consumer Complaint,2017-04-11,2017-06-26,2017-12-29,2018-01-26,290,6,10,29,6,0.441,0.536,1,0.537,8,1156,2,true,0.631,1,0.215,Withdrawn,Settlement,clean,true
LC010226,Himachal Pradesh,Una,Civil Court,criminal,Cybercrime,2020-11-19,2021-01-19,2021-09-23,2021-11-20,366,10,15,24,2,0.558,0.634,16,0.494,16,2533,3,true,0.896,3,0.341,Plaintiff Won,Dismissed on Merit,clean,false
LC010227,Odisha,Balasore,Family Court,criminal,Robbery,2018-03-13,2018-04-05,2019-04-23,2019-05-18,431,4,6,71,7,0.524,0.418,8,0.453,27,2876,2,false,0.225,0,0.21,Defendant Won,Summary Judgment,clean,false
LC010228,Chandigarh,Chandigarh,Civil Court,criminal,Robbery,2022-11-15,2023-02-03,2024-03-02,2024-03-13,484,7,13,37,8,0.464,0.66,16,0.592,18,3141,5,true,0.454,0,0.494,Defendant Won,Summary Judgment,noisy,false
LC010229,Kerala,Alappuzha,Family Court,criminal,Dowry Harassment,2018-04-05,2018-04-20,2019-04-09,2019-04-21,381,11,16,23,2,0.594,0.674,12,0.402,31,2507,3,true,0.478,7,0.429,Settled,Mediation,clean,false
LC010230,Karnataka,Ballari,High Court,criminal,Fraud,2010-09-02,2010-11-27,2011-10-23,2011-11-28,452,8,10,45,3,0.567,0.435,22,0.626,21,2022,2,false,0.542,10,0.492,Dismissed,Summary Judgment,clean,false
LC010231,Chandigarh,Chandigarh,High Court,criminal,Assault,2010-04-30,2010-05-15,2012-05-22,2012-06-09,771,7,13,59,6,0.474,0.062,15,0.701,15,1556,2,true,0.382,2,0.443,Plaintiff Won,Default Judgment,clean,false
LC010232,Sikkim,East Sikkim,District Court,criminal,Kidnapping,2014-04-26,2014-06-09,2014-09-23,2014-10-13,170,5,6,28,3,0.568,0.367,3,0.423,26,1011,3,false,0.071,6,0.237,Settled,Mediation,clean,true
LC010233,Rajasthan,Kota,District Court,criminal,Assault,2011-01-10,2011-02-15,2011-08-29,2011-09-30,263,3,11,23,4,0.376,0.253,20,0.682,15,1575,3,false,0.266,34,0.277,Defendant Won,Dismissed on Merit,clean,false
LC010234,Uttarakhand,Haridwar,Sessions Court,civil,Consumer Complaint,2016-03-02,2016-03-28,2017-09-07,2017-09-12,559,5,13,43,4,0.881,0.224,6,0.576,7,2813,2,true,0.136,15,0.113,Defendant Won,Default Judgment,clean,false
LC010235,Maharashtra,Kolhapur,Labour Court,criminal,Theft,2019-11-01,2019-12-07,2021-03-23,2021-04-23,539,8,9,59,8,0.411,0.168,10,0.33,19,2240,3,false,0.649,43,0.451,Plaintiff Won,Default Judgment,clean,false
LC010236,Maharashtra,Kolhapur,High Court,criminal,Theft,2019-06-26,2019-09-18,2022-05-26,2022-06-04,1074,6,11,97,3,0.77,0.396,20,0.712,24,2553,3,true,0.644,18,0.347,Defendant Won,Summary Judgment,clean,false
LC010237,Punjab,Gurdaspur,Consumer Forum,civil,Property Dispute,2018-07-04,2018-08-31,2018-10-20,2018-12-14,163,6,9,18,7,0.186,0.161,11,0.657,24,1893,3,true,0.688,3,0.538,Withdrawn,Settlement,clean,false
LC010238,Kerala,Ernakulam,District Court,civil,Succession,2011-03-24,2011-04-19,2011-07-04,2011-08-19,148,3,9,16,4,0.155,0.29,9,0.569,17,2478,4,false,0.426,5,0.293,Withdrawn,Settlement,clean,false
LC010239,Uttar Pradesh,Prayagraj,Consumer Forum,civil,Partition,2021-03-13,2021-04-04,2023-01-02,2023-01-15,673,9,14,48,7,0.812,0.498,15,0.707,9,2288,2,true,0.406,9,0.245,Appeal Pending,Dismissed on Merit,clean,false
LC010240,Uttar Pradesh,Noida,Family Court,criminal,Robbery,2020-09-02,2020-09-29,2021-12-14,2022-01-09,494,6,12,41,3,0.877,0.277,15,0.27,24,3524,2,false,0.614,0,0.343,Settled,Mediation,clean,false
LC010241,Jharkhand,Jamshedpur,Civil Court,civil,Consumer Complaint,2010-09-25,2010-12-01,2011-06-01,2011-06-11,259,3,4,64,6,0.426,0.555,21,0.433,14,1078,2,false,0.168,12,0.244,Partially Allowed,Summary Judgment,clean,false
LC010242,Maharashtra,Thane,Magistrate Court,criminal,Murder,2013-05-28,2013-07-20,2013-11-20,2013-12-05,191,5,12,15,2,0.389,0.31,25,0.769,14,1160,2,false,0.645,13,0.389,Partially Allowed,Trial,clean,false
LC010243,Uttar Pradesh,Bareilly,Consumer Forum,criminal,Murder,2022-09-18,2022-12-14,2023-10-22,2023-11-29,437,0,3,120,6,0.48,0.046,14,0.557,13,2883,2,false,0.291,30,0.143,Dismissed,Default Judgment,clean,false
LC010244,Maharashtra,Aurangabad,Labour Court,civil,Injunction,2012-01-07,2012-02-28,2013-03-13,2013-03-25,443,3,4,110,7,0.277,0.221,22,0.555,18,2531,2,true,0.297,28,0.31,Dismissed,Trial,clean,false
LC010245,Karnataka,Belagavi,Civil Court,criminal,Murder,2012-08-03,2012-09-15,2013-10-21,2013-12-01,485,5,10,48,8,0.842,0.713,14,0.579,7,2976,4,true,0.125,6,0.291,Settled,Mediation,clean,false
LC010246,Delhi,North West Delhi,District Court,civil,Contract Breach,2016-07-11,2016-10-04,2017-09-30,2017-10-31,477,3,6,79,7,0.049,0.81,11,0.701,19,2341,5,true,0.269,6,0.213,Appeal Pending,Summary Judgment,noisy,false
LC010247,Meghalaya,East Khasi Hills,Sessions Court,civil,Partition,2019-10-26,2019-11-18,2020-09-09,2020-09-10,320,7,11,29,2,0.64,0.56,19,0.666,10,3505,2,true,0.565,9,0.334,Settled,Settlement,clean,false
LC010248,Rajasthan,Jaipur,Family Court,criminal,Assault,2015-10-10,2015-12-02,2017-03-26,2017-04-06,544,7,11,49,7,0.598,0.261,23,0.655,28,3926,4,false,0.308,16,0.215,Plaintiff Won,Trial,clean,false
LC010249,Telangana,Medchal-Malkajgiri,Magistrate Court,civil,Contract Breach,2014-01-03,2014-02-15,2015-04-06,2015-06-02,515,4,5,103,2,0.362,0.716,10,0.797,4,2158,2,false,0.373,0,0.272,Defendant Won,Trial,clean,false
LC010250,Haryana,Hisar,Magistrate Court,civil,Partition,2020-05-30,2020-08-13,2021-03-17,2021-05-04,339,6,10,33,8,0.91,0.832,12,0.631,5,2277,3,false,0.14,9,0.289,Settled,Lok Adalat,clean,false
LC010251,Nagaland,Wokha,Labour Court,civil,Defamation,2021-09-22,2021-11-15,2022-03-18,2022-04-11,201,9,16,15,6,0.461,0.223,26,0.595,2,2009,3,false,0.605,3,0.606,Withdrawn,Settlement,clean,false
LC010252,Rajasthan,Udaipur,Sessions Court,criminal,Cheating,2013-01-18,2013-02-19,2013-04-13,2013-05-30,132,1,3,44,3,0.121,0.611,1,0.567,5,1306,2,true,0.175,11,0.274,Withdrawn,Settlement,clean,false
LC010253,Uttar Pradesh,Prayagraj,Labour Court,criminal,Murder,2020-08-06,2020-09-23,2021-09-24,2021-10-23,443,7,13,34,4,0.557,0.228,1,0.386,23,3438,2,true,0.559,27,0.359,Settled,Mediation,clean,false
LC010254,Maharashtra,Pune,Consumer Forum,criminal,Cybercrime,2018-05-13,2018-06-05,2019-10-15,2019-10-21,526,13,16,32,3,0.414,0.412,10,0.725,25,4606,3,false,0.839,10,0.434,Plaintiff Won,Summary Judgment,clean,false
LC010255,Tamil Nadu,Erode,High Court,civil,Easement,2020-03-01,2020-05-11,2020-10-18,2020-11-13,257,4,11,23,8,0.355,0.301,5,0.529,17,1443,2,false,0.31,20,0.204,Plaintiff Won,Dismissed on Merit,clean,false
LC010256,Rajasthan,Sikar,Labour Court,criminal,Cybercrime,2020-08-04,2020-10-20,2021-06-17,2021-07-18,348,6,13,26,8,0.239,0.229,10,0.71,6,3649,3,false,0.124,28,0.373,Appeal Pending,Dismissed on Merit,clean,false
LC010257,Uttar Pradesh,Bareilly,High Court,criminal,Theft,2022-11-12,2022-12-02,2024-05-13,2024-06-03,569,7,14,40,4,0.648,0.224,1,0.407,2,2220,6,false,0.555,14,0.406,Defendant Won,Trial,clean,false
LC010258,Rajasthan,Udaipur,Sessions Court,criminal,Drug Trafficking,2018-01-07,2018-03-30,2019-07-02,2019-08-21,591,11,12,49,6,0.753,0.265,16,0.649,24,2123,2,true,0.768,7,0.341,Defendant Won,Default Judgment,noisy,false
LC010259,Odisha,Cuttack,Sessions Court,civil,Property Dispute,2021-05-23,2021-07-12,2021-11-15,2022-01-04,226,6,12,18,6,0.366,0.388,15,0.412,5,1444,2,false,0.444,32,0.424,Partially Allowed,Summary Judgment,clean,false
LC010260,Bihar,Purnia,Magistrate Court,civil,Property Dispute,2012-08-26,2012-10-29,2014-06-07,2014-06-21,664,7,10,66,7,0.694,0.147,13,0.447,10,3999,3,false,0.328,17,0.291,Defendant Won,Dismissed on Merit,clean,false
LC010261,Uttarakhand,Pauri Garhwal,Sessions Court,civil,Mortgage,2011-07-23,2011-10-01,2012-07-26,2012-09-02,407,9,10,40,2,0.605,0.419,1,0.634,2,1438,2,true,0.529,52,0.23,Settled,Settlement,clean,false
LC010262,West Bengal,Burdwan,Civil Court,civil,Consumer Complaint,2018-12-07,2019-02-15,2019-06-26,2019-07-31,236,0,2,118,8,0.403,0.646,16,0.393,2,638,2,false,0.079,13,0.28,Plaintiff Won,Summary Judgment,clean,false
LC010263,Chandigarh,Chandigarh,District Court,criminal,Robbery,2021-12-29,2022-01-30,2022-12-31,2023-01-12,379,13,17,22,6,0.951,0.03,12,0.647,18,2561,2,true,0.47,10,0.288,Plaintiff Won,Summary Judgment,clean,false
LC010264,Assam,Jorhat,Family Court,civil,Partition,2022-12-11,2023-03-06,2024-09-27,2024-11-12,702,7,8,87,4,0.445,0.22,18,0.626,3,3101,2,true,0.196,41,0.41,Partially Allowed,Dismissed on Merit,clean,false
LC010265,Uttar Pradesh,Lucknow,Consumer Forum,civil,Property Dispute,2019-03-10,2019-04-23,2021-12-21,2022-01-14,1041,8,14,74,5,0.188,0.375,17,0.931,16,3854,2,true,0.734,2,0.326,Plaintiff Won,Dismissed on Merit,clean,false
LC010266,Telangana,Khammam,District Court,criminal,Cheating,2011-08-25,2011-11-03,2013-04-07,2013-04-26,610,0,2,120,8,0.585,0.202,19,0.575,14,2770,2,false,0.072,10,0.304,Dismissed,Default Judgment,clean,false
LC010267,Chhattisgarh,Raipur,Civil Court,civil,Contract Breach,2020-04-08,2020-06-18,2020-09-08,2020-10-28,203,7,10,20,3,0.269,0.267,6,0.628,12,710,3,true,0.948,66,0.586,Withdrawn,Settlement,clean,false
LC010268,Bihar,Bhagalpur,High Court,criminal,Dowry Harassment,2015-02-12,2015-03-10,2016-11-13,2016-12-30,687,10,18,38,6,0.326,0.416,23,0.386,10,3853,5,true,0.58,15,0.245,Partially Allowed,Summary Judgment,clean,false
LC010269,Uttar Pradesh,Noida,High Court,civil,Consumer Complaint,2020-05-05,2020-06-22,2022-02-16,2022-03-11,675,5,8,84,8,0.284,0.699,6,0.581,2,3077,2,true,0.45,6,0.309,Plaintiff Won,Default Judgment,clean,false
LC010270,West Bengal,North 24 Parganas,Family Court,criminal,Assault,2015-03-09,2015-04-06,2016-03-22,2016-05-19,437,7,14,31,2,0.706,0.449,9,0.51,11,2387,2,false,0.41,36,0.303,Dismissed,Trial,noisy,false
LC010271,Chandigarh,Chandigarh,Family Court,civil,Easement,2021-08-15,2021-09-23,2022-12-22,2023-02-10,544,1,4,120,7,0.318,0.287,16,0.567,10,885,2,true,0.174,4,0.322,Defendant Won,Trial,clean,false
LC010272,Himachal Pradesh,Kangra,Consumer Forum,criminal,Cheating,2020-08-21,2020-09-19,2022-09-07,2022-10-12,782,8,9,86,6,0.699,0.306,17,0.513,23,2907,3,true,0.561,20,0.388,Dismissed,Dismissed on Merit,clean,false
LC010273,Bihar,Darbhanga,Civil Court,civil,Consumer Complaint,2020-11-24,2021-01-22,2021-08-02,2021-09-03,283,10,11,25,4,0.406,0.119,7,0.571,11,3818,5,false,0.482,33,0.362,Withdrawn,Settlement,clean,false
LC010274,Gujarat,Anand,Consumer Forum,civil,Easement,2015-04-04,2015-05-09,2016-02-10,2016-02-21,323,5,7,46,6,0.361,0.195,19,0.379,3,1627,2,false,0.497,22,0.213,Plaintiff Won,Dismissed on Merit,clean,false
LC010275,Maharashtra,Nashik,Magistrate Court,criminal,Dowry Harassment,2014-05-02,2014-06-28,2015-06-29,2015-08-07,462,9,10,46,6,0.467,0.691,11,0.447,19,2310,5,true,0.448,9,0.316,Plaintiff Won,Default Judgment,noisy,false
LC010276,Jammu and Kashmir,Kathua,Magistrate Court,criminal,Kidnapping,2019-12-12,2020-02-08,2022-01-23,2022-02-09,790,5,12,65,8,0.201,0.083,5,0.534,19,2944,2,true,0.473,62,0.258,Plaintiff Won,Summary Judgment,clean,false
LC010277,Uttar Pradesh,Lucknow,Family Court,civil,Injunction,2014-10-28,2014-12-08,2016-06-24,2016-07-08,619,2,3,120,3,0.245,0.065,9,0.478,22,706,3,false,0.257,7,0.403,Defendant Won,Trial,clean,false
LC010278,Maharashtra,Thane,Consumer Forum,civil,Easement,2022-02-08,2022-04-12,2022-11-08,2022-12-17,312,1,8,39,6,0.984,0.215,3,0.605,18,1187,3,true,0.258,16,0.317,Settled,Mediation,clean,false
LC010279,Chhattisgarh,Rajnandgaon,Consumer Forum,criminal,Drug Trafficking,2017-01-06,2017-04-06,2018-10-19,2018-11-10,673,9,11,61,2,0.483,0.427,19,0.7,19,4432,4,true,0.237,37,0.255,Plaintiff Won,Default Judgment,clean,false
LC010280,Uttar Pradesh,Ghaziabad,Sessions Court,civil,Partition,2013-12-05,2013-12-29,2015-11-23,2015-12-24,749,9,15,49,2,0.191,0.389,14,0.528,9,3563,2,true,0.082,6,0.361,Plaintiff Won,Trial,clean,false
LC010281,Chhattisgarh,Rajnandgaon,Consumer Forum,civil,Contract Breach,2020-07-31,2020-09-14,2021-08-14,2021-09-09,405,4,8,50,8,0.68,0.599,26,0.691,29,2197,4,false,0.15,13,0.343,Partially Allowed,Summary Judgment,clean,false
LC010282,Delhi,East Delhi,Family Court,civil,Property Dispute,2013-09-09,2013-10-21,2014-09-18,2014-10-03,389,0,7,55,2,0.78,0.421,17,0.463,15,1765,2,false,0.247,0,0.398,Partially Allowed,Dismissed on Merit,clean,false
LC010283,Himachal Pradesh,Solan,Sessions Court,civil,Injunction,2018-09-26,2018-12-21,2020-01-01,2020-02-03,495,9,17,29,4,0.758,0.391,25,0.671,20,1720,2,false,0.534,22,0.147,Plaintiff Won,Default Judgment,clean,false
LC010284,Haryana,Hisar,Civil Court,civil,Defamation,2020-02-15,2020-03-22,2021-05-21,2021-06-01,472,6,11,42,8,0.378,0.168,9,0.379,11,3540,6,false,0.401,13,0.223,Settled,Settlement,clean,false
