case_id,state,district,case_type,ipc_section,bailable,judge_seniority,pleading_complexity,pleading_sentiment,filing_date,disposal_date,judge_id,adjournment_count,backlog_size,outcome,duration_days
CAS-17400,Maharashtra,Maharashtra_District_8,Family,NA,0,17,0.18,0.3,2019-08-10,2026-04-26,JDG-22,14,3774,Allowed,2451
CAS-17401,Karnataka,Karnataka_District_1,Civil,NA,0,8,0.83,-0.57,2021-06-10,2031-12-14,JDG-31,16,5790,Allowed,3839
CAS-17402,Delhi,Delhi_District_1,Criminal,302,1,6,0.89,-0.18,2022-07-22,2031-04-26,JDG-18,22,1919,Settled,3200
CAS-17403,Tamil Nadu,Tamil Nadu_District_7,Civil,NA,0,24,0.54,0.28,2020-12-19,2026-05-24,JDG-5,11,957,Allowed,1982
CAS-17404,Karnataka,Karnataka_District_1,Criminal,302,1,19,0.99,-0.71,2022-06-02,2031-01-09,JDG-18,21,2144,Dismissed,3143
CAS-17405,Maharashtra,Maharashtra_District_7,Family,NA,0,9,0.86,-0.78,2022-12-11,2030-04-11,JDG-30,18,2342,Allowed,2678
CAS-17406,Tamil Nadu,Tamil Nadu_District_4,Civil,NA,0,18,0.67,-0.15,2021-09-25,2029-10-13,JDG-48,18,2587,Settled,2940
CAS-17407,Tamil Nadu,Tamil Nadu_District_9,Criminal,498A,1,13,0.19,0.37,2021-01-17,2032-03-27,JDG-21,21,5569,Dismissed,4087
CAS-17408,Uttar Pradesh,Uttar Pradesh_District_4,Civil,NA,0,7,0.16,0.79,2020-10-09,2028-04-12,JDG-40,21,1159,Allowed,2742
CAS-17409,Maharashtra,Maharashtra_District_7,Commercial,NA,0,2,0.42,-0.17,2019-03-22,2027-07-01,JDG-13,16,3236,Dismissed,3023
CAS-17410,Tamil Nadu,Tamil Nadu_District_9,Criminal,420,0,12,0.92,-0.58,2021-09-29,2032-04-05,JDG-36,20,3746,Allowed,3841
CAS-17411,Tamil Nadu,Tamil Nadu_District_4,Property,NA,0,9,0.82,-0.1,2020-04-24,2029-12-24,JDG-43,14,4432,Settled,3531
CAS-17412,Karnataka,Karnataka_District_2,Criminal,420,1,23,0.52,0.24,2019-03-03,2028-04-30,JDG-15,21,3407,Dismissed,3346
CAS-17413,Karnataka,Karnataka_District_2,Civil,NA,0,2,0.86,0.3,2022-05-02,2028-12-30,JDG-45,9,1152,Dismissed,2434
CAS-17414,Delhi,Delhi_District_7,Criminal,302,0,10,0.83,0.79,2022-12-17,2032-11-17,JDG-14,9,4961,Allowed,3623
CAS-17415,Uttar Pradesh,Uttar Pradesh_District_4,Criminal,323,1,13,0.54,-0.75,2021-01-28,2030-05-27,JDG-44,6,5207,Dismissed,3406
CAS-17416,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,4,0.99,-0.36,2020-08-05,2028-11-12,JDG-45,20,1107,Settled,3021
CAS-17417,Maharashtra,Maharashtra_District_9,Criminal,498A,1,19,0.24,-0.11,2021-07-27,2032-01-26,JDG-35,22,5616,Dismissed,3835
CAS-17418,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,15,0.89,-0.22,2019-07-12,2028-09-05,JDG-29,20,4537,Allowed,3343
CAS-17419,Karnataka,Karnataka_District_5,Civil,NA,0,14,0.36,-0.53,2020-02-29,2030-03-09,JDG-4,16,5362,Allowed,3661
CAS-17420,Tamil Nadu,Tamil Nadu_District_5,Criminal,376,0,15,0.55,-0.13,2020-11-19,2029-02-24,JDG-6,15,2978,Dismissed,3019
CAS-17421,Uttar Pradesh,Uttar Pradesh_District_1,Property,NA,0,7,0.43,0.13,2020-10-31,2030-04-28,JDG-13,2,5492,Dismissed,3466
CAS-17422,Karnataka,Karnataka_District_4,Family,NA,0,10,0.61,0.29,2022-11-09,2030-07-02,JDG-8,6,5004,Settled,2792
CAS-17423,Karnataka,Karnataka_District_6,Criminal,323,0,2,0.9,-0.33,2022-08-14,2032-04-19,JDG-8,11,4065,Dismissed,3536
CAS-17424,Uttar Pradesh,Uttar Pradesh_District_3,Commercial,NA,0,15,0.75,0.45,2021-05-01,2025-07-31,JDG-38,2,982,Settled,1552
CAS-17425,Tamil Nadu,Tamil Nadu_District_7,Commercial,NA,0,10,0.16,-0.47,2020-08-18,2027-07-30,JDG-9,22,2192,Dismissed,2537
CAS-17426,Uttar Pradesh,Uttar Pradesh_District_1,Property,NA,0,8,0.94,-0.64,2021-05-16,2031-10-10,JDG-28,14,5119,Dismissed,3799
CAS-17427,Karnataka,Karnataka_District_8,Commercial,NA,0,19,0.49,-0.19,2019-09-25,2026-11-17,JDG-16,5,4440,Settled,2610
CAS-17428,Delhi,Delhi_District_2,Property,NA,0,17,0.15,0.29,2019-12-13,2028-03-19,JDG-16,23,1754,Settled,3019
CAS-17429,Karnataka,Karnataka_District_3,Criminal,376,0,9,0.86,-0.5,2019-04-28,2030-03-07,JDG-45,13,5533,Dismissed,3966
CAS-17430,Uttar Pradesh,Uttar Pradesh_District_3,Property,NA,0,14,0.84,-0.52,2019-02-03,2027-06-23,JDG-26,3,4829,Allowed,3062
CAS-17431,Tamil Nadu,Tamil Nadu_District_4,Civil,NA,0,14,0.92,-0.49,2019-09-24,2030-10-29,JDG-21,20,5756,Allowed,4053
CAS-17432,Karnataka,Karnataka_District_1,Commercial,NA,0,13,0.51,0.45,2019-04-04,2025-10-07,JDG-41,9,2989,Dismissed,2378
CAS-17433,Maharashtra,Maharashtra_District_2,Criminal,498A,0,12,0.79,-0.06,2022-07-30,2032-08-02,JDG-18,23,3579,Settled,3656
CAS-17434,Delhi,Delhi_District_1,Commercial,NA,0,15,0.1,0.45,2023-01-28,2031-11-07,JDG-47,11,5462,Allowed,3205
CAS-17435,Delhi,Delhi_District_7,Civil,NA,0,15,0.22,-0.55,2020-06-19,2029-07-25,JDG-43,13,5092,Dismissed,3323
CAS-17436,Uttar Pradesh,Uttar Pradesh_District_1,Civil,NA,0,19,0.65,0.59,2020-08-05,2025-10-23,JDG-11,12,644,Settled,1905
CAS-17437,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,12,0.82,0.21,2022-03-10,2031-01-01,JDG-49,22,2516,Settled,3219
CAS-17438,Uttar Pradesh,Uttar Pradesh_District_1,Commercial,NA,0,12,0.93,-0.7,2022-05-07,2027-02-25,JDG-49,4,1416,Settled,1755
CAS-17439,Delhi,Delhi_District_9,Commercial,NA,0,22,0.53,-0.45,2019-10-05,2026-10-02,JDG-32,21,2536,Allowed,2554
CAS-17440,Karnataka,Karnataka_District_4,Commercial,NA,0,5,0.95,0.19,2022-06-06,2033-05-11,JDG-36,22,5456,Dismissed,3992
CAS-17441,Delhi,Delhi_District_9,Property,NA,0,18,0.96,-0.11,2021-11-20,2027-06-22,JDG-4,2,1244,Dismissed,2040
CAS-17442,Uttar Pradesh,Uttar Pradesh_District_1,Civil,NA,0,14,0.86,-0.46,2022-03-10,2029-08-31,JDG-1,13,2536,Allowed,2731
CAS-17443,Uttar Pradesh,Uttar Pradesh_District_8,Criminal,376,1,2,0.26,-0.09,2020-03-11,2027-08-04,JDG-16,7,2004,Dismissed,2702
CAS-17444,Delhi,Delhi_District_2,Family,NA,0,23,0.91,-0.21,2021-12-28,2028-09-05,JDG-43,8,3365,Dismissed,2443
CAS-17445,Karnataka,Karnataka_District_2,Commercial,NA,0,12,0.78,0.05,2020-08-21,2027-11-24,JDG-1,18,1877,Settled,2651
CAS-17446,Delhi,Delhi_District_7,Property,NA,0,9,0.56,0.38,2021-12-10,2029-04-14,JDG-34,5,3058,Allowed,2682
CAS-17447,Maharashtra,Maharashtra_District_5,Commercial,NA,0,10,0.19,0.44,2022-09-06,2028-12-24,JDG-40,13,2510,Settled,2301
CAS-17448,Uttar Pradesh,Uttar Pradesh_District_5,Family,NA,0,6,0.23,0.09,2019-11-21,2027-12-03,JDG-15,21,2589,Allowed,2934
CAS-17449,Uttar Pradesh,Uttar Pradesh_District_5,Criminal,420,0,8,0.31,-0.05,2021-04-15,2029-08-17,JDG-30,18,1916,Allowed,3046
CAS-17450,Uttar Pradesh,Uttar Pradesh_District_1,Criminal,498A,1,14,0.19,-0.77,2020-07-03,2029-12-22,JDG-44,10,5789,Settled,3459
CAS-17451,Delhi,Delhi_District_9,Criminal,498A,1,6,0.36,-0.47,2020-09-14,2025-11-12,JDG-28,6,623,Dismissed,1885
CAS-17452,Delhi,Delhi_District_2,Civil,NA,0,7,0.23,0.15,2022-01-12,2028-01-05,JDG-14,9,515,Allowed,2184
CAS-17453,Karnataka,Karnataka_District_2,Commercial,NA,0,3,0.99,-0.26,2021-06-14,2031-03-09,JDG-49,20,3951,Dismissed,3555
CAS-17454,Maharashtra,Maharashtra_District_9,Property,NA,0,5,0.79,0.46,2022-09-17,2033-07-21,JDG-34,10,5829,Allowed,3960
CAS-17455,Delhi,Delhi_District_6,Property,NA,0,24,0.9,-0.21,2019-08-21,2027-12-01,JDG-28,14,3442,Dismissed,3024
CAS-17456,Maharashtra,Maharashtra_District_8,Property,NA,0,14,0.82,0.54,2021-02-01,2029-03-01,JDG-42,17,2428,Dismissed,2950
CAS-17457,Maharashtra,Maharashtra_District_2,Criminal,498A,1,2,0.61,0.35,2021-10-19,2032-04-14,JDG-4,24,3205,Settled,3830
CAS-17458,Maharashtra,Maharashtra_District_6,Criminal,302,1,18,0.18,-0.16,2019-08-02,2027-09-21,JDG-22,11,3760,Dismissed,2972
CAS-17459,Uttar Pradesh,Uttar Pradesh_District_7,Commercial,NA,0,11,0.76,-0.13,2022-02-07,2032-08-26,JDG-41,19,5943,Settled,3853
CAS-17460,Maharashtra,Maharashtra_District_1,Family,NA,0,19,0.24,0.36,2022-10-22,2028-04-17,JDG-1,11,2503,Settled,2004
CAS-17461,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,10,0.51,0.02,2019-11-21,2027-09-02,JDG-23,21,1204,Allowed,2842
CAS-17462,Tamil Nadu,Tamil Nadu_District_8,Property,NA,0,16,0.41,0.15,2020-02-10,2028-08-23,JDG-31,21,3418,Allowed,3117
CAS-17463,Maharashtra,Maharashtra_District_5,Property,NA,0,9,0.52,-0.44,2020-03-06,2028-07-07,JDG-16,9,3673,Settled,3045
CAS-17464,Maharashtra,Maharashtra_District_4,Criminal,376,1,16,0.49,0.47,2020-08-13,2029-03-19,JDG-32,4,5367,Settled,3140
CAS-17465,Maharashtra,Maharashtra_District_5,Commercial,NA,0,6,0.45,0.29,2021-07-18,2029-07-01,JDG-18,14,3243,Settled,2905
CAS-17466,Maharashtra,Maharashtra_District_5,Commercial,NA,0,14,0.46,-0.71,2022-07-26,2029-09-04,JDG-14,7,3492,Dismissed,2597
CAS-17467,Maharashtra,Maharashtra_District_8,Family,NA,0,24,0.73,-0.47,2019-08-02,2026-12-09,JDG-42,8,4592,Allowed,2686
CAS-17468,Tamil Nadu,Tamil Nadu_District_6,Property,NA,0,6,0.51,-0.75,2021-06-23,2030-11-01,JDG-23,9,4229,Allowed,3418
CAS-17469,Karnataka,Karnataka_District_7,Property,NA,0,7,0.95,-0.61,2021-09-04,2032-06-21,JDG-35,6,5921,Allowed,3943
CAS-17470,Delhi,Delhi_District_6,Criminal,323,0,14,0.97,0.63,2021-06-24,2029-06-25,JDG-24,10,1924,Settled,2923
CAS-17471,Karnataka,Karnataka_District_8,Commercial,NA,0,6,0.27,-0.44,2019-10-19,2026-04-01,JDG-17,13,2271,Dismissed,2356
CAS-17472,Delhi,Delhi_District_2,Civil,NA,0,11,0.47,0.73,2020-09-29,2028-10-20,JDG-40,21,1698,Dismissed,2943
CAS-17473,Delhi,Delhi_District_1,Civil,NA,0,10,0.33,0.11,2022-06-10,2029-10-09,JDG-47,5,4220,Dismissed,2678
CAS-17474,Uttar Pradesh,Uttar Pradesh_District_1,Civil,NA,0,4,0.92,0.2,2021-08-25,2030-12-31,JDG-29,6,5384,Settled,3415
CAS-17475,Maharashtra,Maharashtra_District_5,Property,NA,0,13,0.71,-0.46,2019-09-11,2027-06-20,JDG-34,18,2034,Allowed,2839
CAS-17476,Delhi,Delhi_District_9,Civil,NA,0,14,0.69,0.32,2020-03-14,2028-06-16,JDG-34,20,2435,Dismissed,3016
CAS-17477,Uttar Pradesh,Uttar Pradesh_District_8,Civil,NA,0,19,0.63,0.61,2020-09-01,2025-09-10,JDG-13,5,933,Settled,1835
CAS-17478,Maharashtra,Maharashtra_District_4,Property,NA,0,5,0.21,-0.47,2020-07-25,2031-09-27,JDG-22,23,4674,Settled,4081
CAS-17479,Maharashtra,Maharashtra_District_7,Civil,NA,0,16,0.53,0.61,2023-02-03,2031-01-11,JDG-2,23,1648,Dismissed,2899
CAS-17480,Maharashtra,Maharashtra_District_4,Criminal,302,0,9,0.31,-0.64,2019-12-04,2031-03-29,JDG-15,14,5841,Allowed,4133
CAS-17481,Karnataka,Karnataka_District_2,Civil,NA,0,23,0.92,0.62,2020-06-06,2026-07-25,JDG-46,13,1538,Dismissed,2240
CAS-17482,Delhi,Delhi_District_8,Criminal,376,1,13,0.85,-0.74,2019-12-23,2030-01-05,JDG-46,13,4883,Settled,3666
CAS-17483,Maharashtra,Maharashtra_District_3,Civil,NA,0,8,0.68,0.69,2022-12-20,2033-05-23,JDG-38,24,4720,Settled,3807
CAS-17484,Uttar Pradesh,Uttar Pradesh_District_8,Civil,NA,0,21,0.64,-0.08,2022-06-23,2029-03-30,JDG-47,5,3046,Dismissed,2472
CAS-17485,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,17,0.23,-0.33,2019-08-24,2030-03-01,JDG-40,21,5654,Dismissed,3842
CAS-17486,Karnataka,Karnataka_District_7,Property,NA,0,17,0.86,-0.07,2019-04-13,2025-12-30,JDG-38,9,1063,Settled,2453
CAS-17487,Karnataka,Karnataka_District_6,Commercial,NA,0,6,0.2,0.27,2021-09-20,2031-02-27,JDG-18,14,5617,Allowed,3447
CAS-17488,Tamil Nadu,Tamil Nadu_District_2,Family,NA,0,15,0.73,0.72,2021-06-04,2027-10-07,JDG-19,3,4033,Settled,2316
CAS-17489,Uttar Pradesh,Uttar Pradesh_District_9,Property,NA,0,12,0.19,0.66,2022-07-30,2030-11-30,JDG-3,8,3470,Settled,3045
CAS-17490,Tamil Nadu,Tamil Nadu_District_9,Civil,NA,0,2,0.86,-0.54,2022-08-02,2030-01-19,JDG-17,4,2551,Allowed,2727
CAS-17491,Maharashtra,Maharashtra_District_1,Civil,NA,0,16,0.72,-0.02,2019-06-09,2027-04-19,JDG-14,5,3830,Allowed,2871
CAS-17492,Karnataka,Karnataka_District_5,Property,NA,0,15,0.52,0.12,2021-10-06,2030-01-07,JDG-48,20,2622,Dismissed,3015
CAS-17493,Tamil Nadu,Tamil Nadu_District_1,Commercial,NA,0,8,0.66,0.75,2022-07-15,2031-06-21,JDG-24,10,4545,Settled,3263
CAS-17494,Uttar Pradesh,Uttar Pradesh_District_5,Property,NA,0,10,0.57,-0.43,2020-09-21,2028-01-19,JDG-43,9,2405,Settled,2676
CAS-17495,Delhi,Delhi_District_7,Civil,NA,0,12,0.94,-0.2,2022-01-17,2031-09-04,JDG-28,17,4084,Dismissed,3517
CAS-17496,Karnataka,Karnataka_District_6,Criminal,302,0,17,0.87,-0.01,2021-12-06,2030-01-29,JDG-15,18,1306,Settled,2976
CAS-17497,Karnataka,Karnataka_District_4,Family,NA,0,16,0.6,-0.11,2021-01-30,2025-06-24,JDG-35,15,1004,Allowed,1606
CAS-17498,Uttar Pradesh,Uttar Pradesh_District_9,Family,NA,0,11,0.81,0.31,2021-07-20,2028-06-02,JDG-33,24,1349,Dismissed,2509
CAS-17499,Tamil Nadu,Tamil Nadu_District_9,Civil,NA,0,24,0.41,0.51,2021-07-18,2027-06-04,JDG-23,16,2054,Allowed,2147
CAS-17500,Delhi,Delhi_District_6,Commercial,NA,0,5,0.24,-0.36,2022-02-07,2032-11-23,JDG-30,22,5731,Allowed,3942
CAS-17501,Karnataka,Karnataka_District_6,Family,NA,0,9,0.77,-0.24,2022-04-24,2031-01-21,JDG-21,11,5135,Settled,3194
CAS-17502,Karnataka,Karnataka_District_5,Criminal,498A,1,8,0.93,-0.42,2021-07-14,2031-09-27,JDG-26,13,4836,Dismissed,3727
CAS-17503,Maharashtra,Maharashtra_District_3,Criminal,323,0,17,0.18,-0.33,2020-12-06,2030-11-08,JDG-15,19,3997,Settled,3624
CAS-17504,Uttar Pradesh,Uttar Pradesh_District_8,Civil,NA,0,22,0.34,-0.46,2019-04-29,2026-09-01,JDG-29,22,2195,Settled,2682
CAS-17505,Karnataka,Karnataka_District_4,Property,NA,0,24,0.56,0.56,2023-02-08,2030-02-16,JDG-18,19,1403,Dismissed,2565
CAS-17506,Karnataka,Karnataka_District_6,Family,NA,0,7,0.95,-0.45,2019-09-19,2025-08-07,JDG-31,13,917,Settled,2149
CAS-17507,Maharashtra,Maharashtra_District_5,Criminal,498A,1,11,0.87,0.24,2019-05-18,2027-08-01,JDG-34,18,1164,Dismissed,2997
CAS-17508,Uttar Pradesh,Uttar Pradesh_District_5,Commercial,NA,0,18,0.55,-0.51,2020-02-28,2028-07-01,JDG-13,11,5589,Allowed,3046
CAS-17509,Maharashtra,Maharashtra_District_5,Property,NA,0,9,0.93,-0.76,2021-05-05,2031-02-16,JDG-11,21,2774,Allowed,3574
CAS-17510,Delhi,Delhi_District_4,Family,NA,0,8,0.58,-0.61,2020-01-24,2025-05-10,JDG-29,5,1636,Settled,1933
CAS-17511,Uttar Pradesh,Uttar Pradesh_District_6,Family,NA,0,8,0.43,-0.23,2022-08-23,2031-09-23,JDG-11,22,4294,Allowed,3318
CAS-17512,Maharashtra,Maharashtra_District_2,Property,NA,0,10,0.85,-0.02,2022-06-11,2033-07-29,JDG-40,18,5925,Allowed,4066
CAS-17513,Delhi,Delhi_District_6,Criminal,302,1,6,0.72,-0.33,2020-04-22,2030-11-05,JDG-3,24,3536,Dismissed,3849
CAS-17514,Delhi,Delhi_District_9,Criminal,323,1,11,0.58,0.5,2022-04-22,2031-07-24,JDG-24,13,4157,Allowed,3380
CAS-17515,Delhi,Delhi_District_1,Property,NA,0,5,0.21,0.34,2020-04-06,2029-11-23,JDG-40,13,4611,Allowed,3518
CAS-17516,Uttar Pradesh,Uttar Pradesh_District_5,Civil,NA,0,7,0.4,-0.66,2019-04-06,2027-01-05,JDG-20,19,1983,Dismissed,2831
CAS-17517,Maharashtra,Maharashtra_District_6,Commercial,NA,0,9,0.48,0.49,2020-09-06,2030-04-21,JDG-41,22,4377,Dismissed,3514
CAS-17518,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,22,0.17,-0.49,2021-08-09,2030-02-07,JDG-8,22,5239,Dismissed,3104
CAS-17519,Maharashtra,Maharashtra_District_9,Family,NA,0,8,0.56,0.12,2019-11-10,2028-04-24,JDG-29,18,3734,Dismissed,3088
CAS-17520,Uttar Pradesh,Uttar Pradesh_District_3,Criminal,420,0,8,0.83,-0.1,2021-11-30,2030-01-31,JDG-12,19,1273,Dismissed,2984
CAS-17521,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,22,0.68,-0.04,2020-11-11,2028-06-24,JDG-18,11,3545,Settled,2782
CAS-17522,Delhi,Delhi_District_5,Criminal,302,0,17,0.76,0.78,2022-04-03,2029-01-19,JDG-3,5,2381,Dismissed,2483
CAS-17523,Karnataka,Karnataka_District_9,Family,NA,0,15,0.37,0.02,2022-04-24,2027-09-30,JDG-31,15,1936,Settled,1985
CAS-17524,Karnataka,Karnataka_District_4,Civil,NA,0,19,0.53,-0.43,2020-09-23,2026-04-19,JDG-2,3,1901,Allowed,2034
CAS-17525,Karnataka,Karnataka_District_1,Family,NA,0,23,0.48,-0.03,2022-02-02,2028-10-24,JDG-45,6,5202,Allowed,2456
CAS-17526,Karnataka,Karnataka_District_7,Property,NA,0,13,0.53,0.57,2020-06-06,2028-11-08,JDG-10,12,3944,Settled,3077
CAS-17527,Uttar Pradesh,Uttar Pradesh_District_7,Criminal,302,0,20,0.62,-0.07,2019-06-06,2030-10-19,JDG-22,23,5568,Dismissed,4153
CAS-17528,Karnataka,Karnataka_District_8,Family,NA,0,22,0.6,0.5,2022-02-12,2028-01-27,JDG-27,20,1621,Settled,2175
CAS-17529,Delhi,Delhi_District_4,Criminal,323,0,4,0.9,-0.6,2020-07-09,2031-07-17,JDG-1,15,4300,Allowed,4025
CAS-17530,Tamil Nadu,Tamil Nadu_District_1,Criminal,302,1,6,0.23,-0.59,2020-10-08,2027-03-07,JDG-20,2,2979,Dismissed,2341
CAS-17531,Maharashtra,Maharashtra_District_6,Criminal,498A,0,15,0.88,0.07,2022-03-30,2030-04-19,JDG-3,23,543,Allowed,2942
CAS-17532,Uttar Pradesh,Uttar Pradesh_District_5,Civil,NA,0,17,0.65,0.69,2022-03-12,2029-06-04,JDG-32,5,2519,Settled,2641
CAS-17533,Maharashtra,Maharashtra_District_5,Civil,NA,0,18,0.28,0.17,2021-12-22,2030-10-28,JDG-6,9,5353,Allowed,3232
CAS-17534,Karnataka,Karnataka_District_6,Commercial,NA,0,22,0.56,-0.75,2020-07-26,2029-01-29,JDG-22,13,4988,Allowed,3109
CAS-17535,Delhi,Delhi_District_3,Family,NA,0,17,0.9,0.55,2022-10-14,2032-04-29,JDG-38,16,5669,Settled,3485
CAS-17536,Karnataka,Karnataka_District_8,Property,NA,0,12,0.21,0.54,2020-11-08,2028-04-08,JDG-1,8,2863,Allowed,2708
CAS-17537,Maharashtra,Maharashtra_District_4,Commercial,NA,0,9,0.71,0.73,2021-05-19,2028-06-29,JDG-27,13,2525,Allowed,2598
CAS-17538,Karnataka,Karnataka_District_9,Family,NA,0,12,0.99,0.78,2021-06-30,2027-04-21,JDG-11,3,2609,Settled,2121
CAS-17539,Maharashtra,Maharashtra_District_9,Commercial,NA,0,8,0.91,0.63,2019-11-20,2029-07-04,JDG-40,23,4489,Dismissed,3514
CAS-17540,Uttar Pradesh,Uttar Pradesh_District_4,Criminal,420,0,7,0.85,0.37,2020-06-30,2027-04-17,JDG-4,6,1541,Allowed,2482
CAS-17541,Uttar Pradesh,Uttar Pradesh_District_4,Family,NA,0,10,0.5,0.56,2021-08-29,2027-07-16,JDG-21,8,2495,Allowed,2147
CAS-17542,Uttar Pradesh,Uttar Pradesh_District_1,Commercial,NA,0,14,0.68,-0.62,2019-05-15,2027-01-24,JDG-11,8,3975,Allowed,2811
CAS-17543,Tamil Nadu,Tamil Nadu_District_2,Commercial,NA,0,16,0.6,0.26,2022-12-01,2030-06-10,JDG-46,3,4793,Allowed,2748
CAS-17544,Maharashtra,Maharashtra_District_3,Commercial,NA,0,14,0.63,0.63,2019-10-27,2028-04-11,JDG-43,6,5382,Settled,3089
CAS-17545,Tamil Nadu,Tamil Nadu_District_3,Property,NA,0,11,0.67,0.26,2020-03-26,2028-12-01,JDG-23,22,1922,Dismissed,3172
CAS-17546,Uttar Pradesh,Uttar Pradesh_District_4,Family,NA,0,8,0.48,0.2,2021-11-04,2028-04-26,JDG-28,23,1831,Allowed,2365
CAS-17547,Karnataka,Karnataka_District_7,Commercial,NA,0,20,0.34,0.5,2022-10-25,2032-01-20,JDG-46,24,4774,Settled,3374
CAS-17548,Uttar Pradesh,Uttar Pradesh_District_2,Family,NA,0,10,0.96,-0.46,2022-03-09,2027-12-28,JDG-14,8,1246,Allowed,2120
CAS-17549,Delhi,Delhi_District_4,Family,NA,0,18,0.39,-0.16,2020-05-24,2029-03-11,JDG-13,22,5247,Settled,3213
CAS-17550,Delhi,Delhi_District_8,Family,NA,0,21,0.3,0.72,2019-05-26,2026-05-27,JDG-4,19,3504,Dismissed,2558
CAS-17551,Karnataka,Karnataka_District_1,Property,NA,0,3,0.7,0.79,2019-09-20,2030-05-03,JDG-41,15,5309,Dismissed,3878
CAS-17552,Delhi,Delhi_District_4,Property,NA,0,12,0.34,0.69,2019-05-20,2027-09-23,JDG-33,20,2251,Dismissed,3048
CAS-17553,Maharashtra,Maharashtra_District_8,Civil,NA,0,6,0.61,-0.74,2021-08-31,2031-08-13,JDG-42,14,5118,Dismissed,3634
CAS-17554,Delhi,Delhi_District_3,Commercial,NA,0,21,0.33,-0.72,2022-02-06,2029-06-18,JDG-35,22,2898,Settled,2689
CAS-17555,Karnataka,Karnataka_District_7,Family,NA,0,19,0.81,0.78,2023-01-25,2030-12-11,JDG-22,10,4755,Allowed,2877
CAS-17556,Uttar Pradesh,Uttar Pradesh_District_8,Family,NA,0,15,0.16,-0.68,2021-03-23,2028-08-02,JDG-28,2,5923,Settled,2689
CAS-17557,Karnataka,Karnataka_District_6,Property,NA,0,8,0.74,-0.58,2022-08-23,2029-05-11,JDG-42,5,1991,Dismissed,2453
CAS-17558,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,17,0.38,-0.38,2020-02-21,2027-09-15,JDG-43,8,2758,Allowed,2763
CAS-17559,Karnataka,Karnataka_District_1,Property,NA,0,9,0.2,-0.36,2019-01-05,2027-05-07,JDG-13,14,3583,Dismissed,3044
CAS-17560,Tamil Nadu,Tamil Nadu_District_3,Criminal,323,0,3,0.4,0.12,2019-09-27,2028-04-29,JDG-42,24,1826,Dismissed,3137
CAS-17561,Karnataka,Karnataka_District_6,Criminal,302,0,20,0.85,-0.29,2019-04-27,2030-05-18,JDG-8,24,5388,Allowed,4039
CAS-17562,Karnataka,Karnataka_District_4,Civil,NA,0,7,0.3,-0.49,2019-08-03,2027-06-08,JDG-15,6,4288,Allowed,2866
CAS-17563,Uttar Pradesh,Uttar Pradesh_District_2,Civil,NA,0,12,0.41,0.05,2021-12-10,2031-02-05,JDG-3,15,4464,Settled,3344
CAS-17564,Tamil Nadu,Tamil Nadu_District_7,Civil,NA,0,11,0.64,0.26,2019-12-14,2028-12-22,JDG-3,14,4059,Allowed,3296
CAS-17565,Maharashtra,Maharashtra_District_5,Civil,NA,0,20,0.43,-0.76,2020-05-19,2029-02-26,JDG-11,16,4589,Allowed,3205
CAS-17566,Karnataka,Karnataka_District_2,Civil,NA,0,11,0.57,0.2,2019-04-21,2029-12-02,JDG-17,23,4896,Settled,3878
CAS-17567,Maharashtra,Maharashtra_District_5,Family,NA,0,18,0.26,0.07,2022-04-08,2032-02-17,JDG-27,21,5470,Dismissed,3602
CAS-17568,Uttar Pradesh,Uttar Pradesh_District_7,Commercial,NA,0,20,0.35,0.04,2019-12-13,2027-01-19,JDG-39,14,4071,Allowed,2594
CAS-17569,Delhi,Delhi_District_8,Commercial,NA,0,18,0.63,0.72,2022-08-29,2028-09-25,JDG-13,6,2987,Allowed,2219
CAS-17570,Maharashtra,Maharashtra_District_1,Family,NA,0,10,0.55,-0.79,2022-06-08,2028-08-08,JDG-21,2,4055,Settled,2253
CAS-17571,Karnataka,Karnataka_District_4,Family,NA,0,13,0.71,0.58,2020-07-31,2029-01-14,JDG-24,6,5777,Settled,3089
CAS-17572,Delhi,Delhi_District_4,Commercial,NA,0,19,0.86,-0.01,2021-02-17,2030-02-21,JDG-2,17,4888,Allowed,3291
CAS-17573,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,6,0.83,0.6,2022-11-12,2031-03-09,JDG-24,19,3432,Settled,3039
CAS-17574,Uttar Pradesh,Uttar Pradesh_District_2,Civil,NA,0,3,0.89,0.46,2020-11-23,2026-05-12,JDG-29,2,642,Allowed,1996
CAS-17575,Uttar Pradesh,Uttar Pradesh_District_5,Civil,NA,0,18,0.68,0.68,2021-06-19,2028-07-30,JDG-14,14,1879,Allowed,2598
CAS-17576,Delhi,Delhi_District_7,Criminal,376,0,17,0.39,0.67,2020-11-09,2029-09-22,JDG-23,18,3147,Dismissed,3239
CAS-17577,Delhi,Delhi_District_4,Commercial,NA,0,17,0.96,-0.27,2020-12-26,2027-04-02,JDG-38,5,2777,Allowed,2288
